INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Kansas City Art Institute,Kansas City,MO,www.kcai.edu,2,4,11,39.046353,-94.583594,30,6,0.5997,575,515,520,24,24,22,NULL,1086,48454,35118,35118,0.773,32100,23100,25500,25700,26100,0.3554,0.6446
Lindenwood University,Saint Charles,MO,www.lindenwood.edu,2,4,13,38.788203,-90.502825,17,14,0.5288,485,495,470,23,22,22,7,1038,30929,15580,15580,0.701,44500,36200,37500,39800,42300,0.4594,0.5406
Maryville University of Saint Louis,Saint Louis,MO,www.maryville.edu,2,4,21,38.645474,-90.505096,17,12,0.7205,505,540,NULL,25,26,25,NULL,1137,39236,25884,25884,0.8648,49900,41600,44400,45500,48300,0.292,0.708
Missouri Baptist University,Saint Louis,MO,www.mobap.edu,2,4,21,38.642017,-90.462606,18,9,0.6023,460,480,NULL,21,20,21,NULL,984,32293,22760,22760,0.6326,36400,29900,32800,33300,34800,0.4584,0.5416
Missouri Southern State University,Joplin,MO,www.mssu.edu,1,4,13,37.095722,-94.460893,22,12,0.96,NULL,NULL,NULL,21,20,21,7,990,13542,5416,10450,0.6536,36200,28500,30900,32300,34500,0.4328,0.5672
Missouri Valley College,Marshall,MO,www.moval.edu,2,4,33,39.108655,-93.190236,22,11,0.4378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29173,18400,18400,0.5152,37700,27700,30900,32900,35800,0.6038,0.3962
University of Missouri-Columbia,Columbia,MO,missouri.edu/,1,4,12,38.941015,-92.326429,15,15,0.7767,585,595,NULL,26,26,26,NULL,1166,22943,9433,24460,0.8619,54700,39400,43200,47200,50900,0.4805,0.5195
University of Missouri-Kansas City,Kansas City,MO,www.umkc.edu/,1,4,11,39.035366,-94.578039,16,16,0.6426,590,595,NULL,25,25,23,NULL,1129,24436,7774,18222,0.7302,54600,41900,44000,47500,51800,0.4342,0.5658
Missouri University of Science and Technology,Rolla,MO,www.mst.edu/,1,4,33,37.955853,-91.7759,16,13,0.8585,605,650,NULL,29,28,29,NULL,1283,21798,8961,23771,0.8568,64700,55100,56900,61400,61700,0.7677,0.2323
University of Missouri-St Louis,Saint Louis,MO,www.umsl.edu/,1,4,21,38.711297,-90.308886,16,15,0.7578,NULL,575,NULL,24,25,23,NULL,1105,22165,8844,23142,0.7866,45000,36700,39000,41100,42700,0.4329,0.5671
Truman State University,Kirksville,MO,www.truman.edu,1,4,33,40.188238,-92.580531,19,13,0.7448,623,617,NULL,27,28,26,NULL,1226,19368,7374,13438,0.88,47500,34500,38500,40900,45700,0.4155,0.5845
Northwest Missouri State University,Maryville,MO,www.nwmissouri.edu,1,4,33,40.352706,-94.884341,18,13,0.7658,525,550,NULL,23,22,22,NULL,1051,17376,6525,11526,0.7125,41900,31100,36000,37500,41400,0.445,0.555
College of the Ozarks,Point Lookout,MO,www.cofo.edu,2,4,32,36.616019,-93.238174,22,11,0.0831,590,590,580,23,23,22,NULL,1074,26900,18530,18530,0.8789,36900,26800,30600,29700,33200,0.4885,0.5115
Park University,Parkville,MO,www.park.edu,2,4,21,39.189477,-94.677086,19,12,0.6663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19322,11170,11170,0.75,49000,41700,45100,46300,48400,0.5332,0.4668
Rockhurst University,Kansas City,MO,www.rockhurst.edu,2,4,11,39.030843,-94.571249,18,11,0.7694,575,568,NULL,26,27,25,NULL,1164,43750,32865,32865,0.8924,50300,41900,45600,46700,49400,0.4231,0.5769
Saint Louis University,Saint Louis,MO,www.slu.edu,2,4,11,38.636516,-90.23343,16,17,0.6108,590,615,NULL,28,29,27,NULL,1239,52310,37966,37966,0.8761,60500,44000,49100,53700,57500,0.4097,0.5903
Saint Louis Christian College,Florissant,MO,www.stlchristian.edu,2,4,21,38.775771,-90.294569,24,7,0.9333,NULL,NULL,NULL,21,23,20,NULL,990,16116,9145,9145,0.5263,32800,27800,32900,29300,31900,0.5602,0.4398
Southwest Baptist University,Bolivar,MO,www.sbuniv.edu,2,4,32,37.601603,-93.410451,19,10,0.6185,520,545,NULL,23,24,22,NULL,1070,29870,20840,20840,0.6725,35900,30800,31700,34000,36300,0.3456,0.6544
Stephens College,Columbia,MO,www.stephens.edu,2,4,12,38.950631,-92.322997,20,8,0.536,530,480,497,23,23,20,NULL,1064,42776,28510,28510,0.6131,34200,28900,30800,35300,36500,0.0105,0.9895
Southeast Missouri State University,Cape Girardeau,MO,www.semo.edu,1,4,13,37.31575,-89.529119,18,13,0.8478,526,527,NULL,23,22,23,NULL,1050,17405,7058,12450,0.7271,40000,29500,34400,35200,39400,0.4387,0.5613
Missouri State University-Springfield,Springfield,MO,www.missouristate.edu,1,4,12,37.197983,-93.276821,18,16,0.8503,545,535,NULL,24,24,23,NULL,1090,19251,7008,13668,0.7525,41200,32900,35000,37800,39800,0.4287,0.5713
Washington University in St Louis,Saint Louis,MO,www.wustl.edu,2,4,21,38.648125,-90.311639,15,17,0.1713,735,760,735,33,34,33,9,1478,63755,46467,46467,0.9718,82200,60100,65700,68900,73500,0.4866,0.5134
Webster University,Saint Louis,MO,www.webster.edu,2,4,21,38.589269,-90.345654,18,13,0.7206,NULL,525,NULL,24,25,22,NULL,1105,39110,24600,24600,0.77,45200,35700,40100,41000,41900,0.4458,0.5542
Westminster College,Fulton,MO,WWW.WESTMINSTER-MO.EDU,2,4,32,38.847764,-91.954345,21,8,0.6634,508,514,NULL,25,25,24,NULL,1114,34470,22560,22560,0.7821,46300,31700,37700,41000,43400,0.5748,0.4252
William Jewell College,Liberty,MO,www.jewell.edu,2,4,21,39.247848,-94.41207,21,11,0.6283,530,570,NULL,25,26,25,NULL,1141,43791,31620,31620,0.7683,46500,37700,41500,43900,43000,0.4046,0.5954
William Woods University,Fulton,MO,www.williamwoods.edu,2,4,32,38.857864,-91.949273,18,11,0.763,499,500,468,23,23,22,NULL,1042,34371,21260,21260,0.7617,38900,32000,34600,35000,36600,0.2535,0.7465
Alcorn State University,Alcorn State,MS,www.alcorn.edu,1,5,43,31.877216,-91.142854,19,14,0.7844,438,453,NULL,18,18,17,NULL,872,21116,6200,6200,0.7596,34100,27600,28800,29800,33000,0.3586,0.6414
Belhaven University,Jackson,MS,www.belhaven.edu,2,5,12,32.318415,-90.169228,18,10,0.7169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31730,20780,20780,0.659,40800,34500,35600,37500,41000,0.3574,0.6426
Blue Mountain College,Blue Mountain,MS,www.bmc.edu,2,5,42,34.67209,-89.02924,22,8,0.5503,NULL,NULL,NULL,22,22,21,NULL,1030,17198,10534,10534,0.6296,29900,25500,27600,27500,29900,0.4096,0.5904
Delta State University,Cleveland,MS,www.deltastate.edu,1,5,33,33.747586,-90.73544,18,9,0.9234,475,475,NULL,21,21,20,NULL,968,18887,6562,6562,0.6711,38600,29700,33100,33500,36800,0.3945,0.6055
Jackson State University,Jackson,MS,www.jsums.edu,1,5,12,32.296781,-90.20663,16,13,0.7047,465,460,NULL,19,19,18,NULL,911,19803,6602,16174,0.7781,32700,25300,27600,28800,31800,0.3725,0.6275
Millsaps College,Jackson,MS,www.millsaps.edu,2,5,12,32.3231,-90.178084,21,8,0.5718,575,575,NULL,26,25,27,NULL,1178,46491,33982,33982,0.8012,51900,37500,36800,42000,47000,0.5092,0.4908
University of Mississippi,University,MS,www.olemiss.edu,1,5,33,34.362144,-89.539377,15,16,0.8122,535,540,NULL,24,26,24,NULL,1098,22444,7096,19144,0.8469,53600,41500,43800,48000,50300,0.438,0.562
Mississippi University for Women,Columbus,MS,www.muw.edu,1,5,33,33.493305,-88.418601,20,10,0.9361,495,618,NULL,21,21,19,NULL,988,16299,5640,15360,0.6944,38800,30700,35700,34000,39700,0.1662,0.8338
Mississippi Valley State University,Itta Bena,MS,www.mvsu.edu,1,5,33,33.514142,-90.341274,20,11,0.1633,NULL,NULL,NULL,17,17,17,NULL,825,19331,5916,5916,0.6471,25400,21800,23700,24300,25600,0.4357,0.5643
Mississippi College,Clinton,MS,www.mc.edu,2,5,21,32.334565,-90.330452,18,13,0.6304,540,540,NULL,25,26,23,NULL,1120,27468,15458,15458,0.716,42500,34900,37700,39100,43100,0.4147,0.5853
Mississippi State University,Mississippi State,MS,www.msstate.edu,1,5,33,33.454809,-88.788979,16,16,0.7102,560,570,NULL,25,26,21,NULL,1126,21581,7140,18478,0.8018,47400,35600,40200,40600,44700,0.5144,0.4856
Rust College,Holly Springs,MS,www.rustcollege.edu,2,5,32,34.776862,-89.446999,22,8,0.3885,NULL,NULL,NULL,16,14,16,NULL,760,15284,9286,9286,0.7079,25400,17900,21200,22000,25200,0.4154,0.5846
University of Southern Mississippi,Hattiesburg,MS,www.usm.edu,1,5,13,31.327499,-89.33791,16,16,0.6674,505,508,NULL,22,21,23,NULL,1029,19493,6980,15550,0.7409,40700,31500,35800,36700,39800,0.3629,0.6371
Tougaloo College,Tougaloo,MS,www.tougaloo.edu,2,5,12,32.402719,-90.159405,21,8,0.403,424,429,NULL,18,19,17,NULL,864,20503,10218,10218,0.8235,30300,23500,24700,26700,31500,0.3464,0.6536
William Carey University,Hattiesburg,MS,www.wmcarey.edu,2,5,13,31.305264,-89.291815,18,13,0.5042,495,530,NULL,24,25,22,NULL,1080,24941,11400,11400,0.7207,40800,31100,36000,35000,37300,0.3389,0.6611
Carroll College,Helena,MT,www.carroll.edu,2,7,33,46.602202,-112.04053,22,11,0.5753,565,555,545,25,25,24,8,1133,40762,29280,29280,0.8032,47600,37600,37500,41400,45500,0.4156,0.5844
University of Great Falls,Great Falls,MT,www.ugf.edu,2,7,13,47.490279,-111.270167,22,7,0.6571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32581,21556,21556,0.54,31300,27900,28800,32700,31700,0.3014,0.6986
Montana Tech of the University of Montana,Butte,MT,www.mtech.edu,1,7,33,46.012164,-112.557,22,9,0.9075,540,585,505,25,23,26,7,1125,16598,6494,19147,0.7137,50900,43400,42700,46500,48800,0.6761,0.3239
Montana State University,Bozeman,MT,www.montana.edu/,1,7,33,45.666829,-111.049918,16,16,0.8385,570,565,545,25,24,24,NULL,1128,18886,6800,21391,0.7608,44500,35500,37300,41500,42300,0.5433,0.4567
The University of Montana,Missoula,MT,www.umt.edu,1,7,13,46.861074,-113.98294,16,16,0.9272,545,540,525,23,23,23,7,1075,18059,6099,22372,0.7259,40100,31700,34000,37100,38200,0.4643,0.5357
Rocky Mountain College,Billings,MT,rocky.edu,2,7,12,45.796765,-108.553899,22,7,0.6361,495,495,548,23,22,23,7,1031,34355,24530,24530,0.7101,48700,32600,38700,40500,46400,0.5216,0.4784
Appalachian State University,Boone,NC,www.appstate.edu/,1,5,32,36.214844,-81.680234,18,16,0.6266,575,575,550,25,26,25,7,1148,19017,6553,19720,0.8762,41100,30400,33600,36100,38500,0.462,0.538
Barton College,Wilson,NC,www.barton.edu/,2,5,31,35.735463,-77.913805,22,8,0.3846,475,480,NULL,21,19,21,NULL,962,38209,26664,26664,0.7442,39100,30900,34000,36200,37200,0.3146,0.6854
Belmont Abbey College,Belmont,NC,www.belmontabbeycollege.edu,2,5,22,35.261276,-81.041847,22,10,0.6923,495,510,NULL,21,21,21,NULL,1000,31278,18500,18500,0.6316,40700,32100,35600,36600,40600,0.4285,0.5715
Bennett College,Greensboro,NC,www.bennett.edu,2,5,11,36.067531,-79.77998,22,8,0.9179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30549,17355,17355,0.5155,29200,21000,25600,27900,29800,0,1
Brevard College,Brevard,NC,www.brevard.edu,2,5,31,35.237657,-82.729763,22,8,0.4321,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36307,26170,26170,0.5909,30400,24100,25300,29500,31600,0.5805,0.4195
Campbell University,Buies Creek,NC,www.campbell.edu,2,5,31,35.409333,-78.739508,18,14,0.6806,525,500,535,22,22,23,NULL,1025,42061,27530,27530,0.7211,53800,40500,49500,50700,50900,0.4818,0.5182
Catawba College,Salisbury,NC,www.catawba.edu,2,5,22,35.692445,-80.486575,22,11,0.359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39042,27360,27360,0.7297,41400,30400,34800,35800,38700,0.4717,0.5283
Chowan University,Murfreesboro,NC,www.chowan.edu/,2,5,32,36.436258,-77.099141,22,11,0.5981,395,395,375,15,15,16,NULL,773,31573,22900,22900,0.5211,35200,25300,29400,31300,35800,0.4871,0.5129
Davidson College,Davidson,NC,www.davidson.edu/,2,5,21,35.500006,-80.845236,21,11,0.2167,665,670,665,30,NULL,NULL,NULL,1337,57458,45377,45377,0.9523,63800,48300,47700,60900,66600,0.4946,0.5054
Duke University,Durham,NC,WWW.DUKE.EDU,2,5,12,36.00159,-78.94226,15,17,0.1141,715,745,735,33,33,34,9,1454,61748,47243,47243,0.9723,106300,86900,95000,98300,101100,0.5037,0.4963
East Carolina University,Greenville,NC,www.ecu.edu,1,5,13,35.606347,-77.366199,16,16,0.7728,510,530,490,22,22,22,7,1036,20710,6143,21340,0.812,43500,34600,37100,38700,42300,0.4189,0.5811
Elizabeth City State University,Elizabeth City,NC,www.ecsu.edu,1,5,32,36.273539,-76.210063,20,10,0.49,425,440,400,19,19,18,NULL,866,12305,4498,16173,0.6832,30800,22700,25700,26500,31900,0.4112,0.5888
Elon University,Elon,NC,www.elon.edu,2,5,22,36.104149,-79.505632,19,14,0.5393,610,615,610,27,28,26,NULL,1225,43388,31247,31247,0.9111,53900,40400,43600,47500,47300,0.4051,0.5949
Fayetteville State University,Fayetteville,NC,www.uncfsu.edu,1,5,12,35.072485,-78.894709,19,13,0.5032,435,450,405,19,18,19,7,892,14366,4655,16263,0.7446,32200,26100,29000,30000,32300,0.3079,0.6921
Gardner-Webb University,Boiling Springs,NC,www.gardner-webb.edu,2,5,32,35.24732,-81.668141,17,13,0.6712,503,510,485,22,21,22,NULL,1020,37620,27080,27080,0.7373,39500,32100,36200,36100,39100,0.3359,0.6641
Greensboro College,Greensboro,NC,www.greensboro.edu,2,5,11,36.071082,-79.800232,22,7,0.7311,435,445,410,18,17,18,7,876,38810,26850,26850,0.515,38000,29900,33300,34700,34200,0.5277,0.4723
Guilford College,Greensboro,NC,www.guilford.edu,2,5,11,36.092563,-79.888848,21,11,0.6218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45395,33430,33430,0.7398,42100,30000,34900,33700,41600,0.472,0.528
High Point University,High Point,NC,www.highpoint.edu,2,5,12,35.972674,-79.994545,22,14,0.8019,545,556,540,24,23,23,NULL,1096,45350,31480,31480,0.772,41600,33900,35800,37600,41300,0.4058,0.5942
Laurel University,High Point,NC,www.laureluniversity.edu,2,5,12,35.994093,-79.997065,24,7,0.8308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17410,9850,9850,0.8571,36100,PrivacySuppressed,33300,37700,37200,0.6622,0.3378
Johnson C Smith University,Charlotte,NC,www.jcsu.edu,2,5,11,35.243384,-80.854842,21,11,0.4225,405,405,NULL,17,16,17,NULL,808,31993,18236,18236,0.6638,32600,22800,24400,26500,32000,0.3949,0.6051
Lees-McRae College,Banner Elk,NC,www.lmc.edu,2,5,42,36.162777,-81.873919,22,8,0.6196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38540,24150,24150,0.6593,34700,26500,29100,29200,35000,0.3383,0.6617
Lenoir-Rhyne University,Hickory,NC,www.lr.edu,2,5,13,35.73904,-81.326161,20,11,0.658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41612,30922,30922,0.7613,40900,31400,35600,36200,39700,0.4423,0.5577
Livingstone College,Salisbury,NC,www.livingstone.edu,2,5,22,35.670743,-80.484459,22,11,0.6425,363,360,345,15,13,15,NULL,720,25920,16825,16825,0.5519,26200,19900,22100,23700,26900,0.5296,0.4704
Mars Hill University,Mars Hill,NC,www.mhu.edu,2,5,21,35.825858,-82.550859,22,11,0.6209,455,465,NULL,20,19,20,NULL,924,38086,27590,27590,0.5564,33000,25900,27600,29100,34400,0.505,0.495
